Id. Cliente,Id. Producto,Fecha,current_delta_t,total_purchases,Period_x,mean,std,avg_delta_t_customer_product,Cluster,Period_y,mean_gr,std_gr,Category,Potencial_H,F_in,Status,Grading
369,4911,2024-10-24,432,1,,,,,1,Christmas,180.0,58.857149278265425,Categoria C2,1086.44,0.0,Lost Customer,0.0
369,4912,2024-10-24,432,1,,,,,1,Christmas,179.5,46.660641306720926,Categoria C2,0.0,0.0,Lost Customer,0.0
369,4912,2024-10-24,432,1,,,,,1,Christmas,179.5,46.660641306720926,Categoria C2,1086.44,0.0,Lost Customer,0.0
376,3408,2024-03-04,666,1,,,,,0,Christmas,147.0,59.37090372395007,Categoria C1,3410.04,0.0,Lost Customer,0.0
376,5099,2025-05-26,218,4,,,,,0,Christmas,55.0,56.71321736941261,Categoria T1,0.0,0.0,Lost Customer,0.0
382,4566,2024-05-16,593,1,,,,,1,Christmas,169.0,52.340870920382315,Categoria C1,2223.12,0.0,Lost Customer,0.0
383,5115,2025-07-03,180,4,,,,,0,Christmas,75.0,51.241869273736164,Categoria T1,0.0,2.4,Out-of-period / Holiday behavior,0.0
433,3408,2025-12-05,25,6,Christmas,180.0,,134.4,4,Christmas,125.5,57.18415060191761,Categoria C1,3410.04,0.3380920761398849,Habitual,1152.9075033200531
433,4565,2025-12-05,25,4,,,,,4,Christmas,124.0,56.23303684981726,Categoria C1,3410.04,0.20161290322580644,Out-of-period / Holiday behavior,687.508064516129
433,4567,2025-05-21,223,5,,,,123.0,4,Christmas,180.0,42.96704948481452,Categoria C1,3410.04,0.0,Lost Customer,0.0
433,5099,2025-08-19,133,8,,,,70.42857142857143,4,Christmas,82.5,62.479329271600584,Categoria T1,0.0,1.612121212121212,Out-of-period / Holiday behavior,0.0
433,5115,2025-08-19,133,8,Christmas,168.0,,80.57142857142857,4,Christmas,82.0,65.05824973245343,Categoria T1,0.0,2.4136178861788617,Habitual,0.0
433,5116,2024-07-04,544,1,,,,,4,Christmas,180.0,33.392685255478156,Categoria T1,0.0,0.0,Lost Customer,0.0
433,5382,2024-12-19,376,2,Christmas,168.0,,168.0,4,Christmas,114.0,70.38094928301281,Categoria T1,0.0,0.0,Lost Customer,0.0
435,4566,2025-10-28,63,4,,,,,4,Christmas,107.0,57.66587729631683,Categoria C1,2223.12,0.5887850467289719,Out-of-period / Holiday behavior,1308.939813084112
435,4911,2025-09-22,99,3,,,,134.0,4,Christmas,157.0,52.22722564517045,Categoria C2,5338.0,0.6305732484076433,Out-of-period / Holiday behavior,3366.0
435,4911,2025-09-22,99,3,,,,134.0,4,Christmas,157.0,52.22722564517045,Categoria C2,1086.44,0.6305732484076433,Out-of-period / Holiday behavior,685.08
435,4912,2025-10-28,63,6,,,,100.4,4,Christmas,96.0,58.542579212150926,Categoria C2,5338.0,0.65625,Out-of-period / Holiday behavior,3503.0625
435,4912,2025-10-28,63,6,,,,100.4,4,Christmas,96.0,58.542579212150926,Categoria C2,1086.44,0.65625,Out-of-period / Holiday behavior,712.97625
435,5099,2025-05-30,214,3,,,,180.0,4,Christmas,82.5,62.479329271600584,Categoria T1,0.0,0.0,Lost Customer,0.0
435,5102,2025-05-30,214,5,,,,86.0,4,Christmas,60.5,62.321210942449866,Categoria T1,0.0,0.0,Lost Customer,0.0
435,5115,2025-05-30,214,4,,,,114.66666666666667,4,Christmas,82.0,65.05824973245343,Categoria T1,0.0,0.0,Lost Customer,0.0
435,5116,2025-05-30,214,1,,,,,4,Christmas,180.0,33.392685255478156,Categoria T1,0.0,0.0,Lost Customer,0.0
462,4565,2025-09-05,116,4,,,,,4,Christmas,124.0,56.23303684981726,Categoria C1,2223.12,0.9354838709677419,Out-of-period / Holiday behavior,2079.6929032258063
462,4566,2025-09-05,116,2,,,,180.0,4,Christmas,107.0,57.66587729631683,Categoria C1,2223.12,1.0841121495327102,Out-of-period / Holiday behavior,2410.1114018691587
462,4911,2025-09-05,116,2,,,,180.0,4,Christmas,157.0,52.22722564517045,Categoria C2,5338.0,0.7388535031847133,Out-of-period / Holiday behavior,3943.9999999999995
462,4911,2025-09-05,116,2,,,,180.0,4,Christmas,157.0,52.22722564517045,Categoria C2,1086.44,0.7388535031847133,Out-of-period / Holiday behavior,802.72
462,4912,2024-03-15,655,1,,,,,4,Christmas,96.0,58.542579212150926,Categoria C2,5338.0,0.0,Lost Customer,0.0
462,4912,2024-03-15,655,1,,,,,4,Christmas,96.0,58.542579212150926,Categoria C2,1086.44,0.0,Lost Customer,0.0
473,4566,2024-03-07,663,1,,,,,1,Christmas,169.0,52.340870920382315,Categoria C1,3410.04,0.0,Lost Customer,0.0
474,4566,2025-09-16,105,7,Christmas,71.0,,88.16666666666667,1,Christmas,169.0,52.340870920382315,Categoria C1,3410.04,2.100175014584549,Habitual,7161.680806733894
474,4567,2025-09-16,105,7,Christmas,71.0,,88.16666666666667,1,Christmas,180.0,48.621677573534576,Categoria C1,3410.04,2.062206572769953,Habitual,7032.206901408451
477,3408,2024-09-09,477,1,,,,,4,Christmas,125.5,57.18415060191761,Categoria C1,2223.12,0.0,Lost Customer,0.0
477,4566,2025-07-01,182,4,,,,154.0,4,Christmas,107.0,57.66587729631683,Categoria C1,2223.12,0.0,Lost Customer,0.0
477,4567,2024-03-26,644,1,,,,,4,Christmas,180.0,42.96704948481452,Categoria C1,2223.12,0.0,Lost Customer,0.0
477,4912,2025-07-01,182,3,,,,180.0,4,Christmas,96.0,58.542579212150926,Categoria C2,5338.0,0.0,Lost Customer,0.0
477,4912,2025-07-01,182,3,,,,180.0,4,Christmas,96.0,58.542579212150926,Categoria C2,1086.44,0.0,Lost Customer,0.0
477,5102,2025-04-10,264,1,,,,,4,Christmas,60.5,62.321210942449866,Categoria T1,0.0,0.0,Lost Customer,0.0
477,5108,2024-09-17,469,1,,,,,4,Christmas,87.0,60.88248033129335,Categoria T1,0.0,0.0,Lost Customer,0.0
495,4565,2025-12-02,28,9,Christmas,68.0,,77.5,4,Christmas,124.0,56.23303684981726,Categoria C1,2223.12,0.6375711574952562,Habitual,1417.3971916508538
495,4566,2025-12-02,28,8,Christmas,68.0,,92.85714285714286,4,Christmas,107.0,57.66587729631683,Categoria C1,2223.12,0.673446948873007,Habitual,1497.1533809785594
495,4567,2025-04-24,250,2,,,,164.0,4,Christmas,180.0,42.96704948481452,Categoria C1,2223.12,0.0,Lost Customer,0.0
495,5099,2024-10-07,449,3,,,,12.0,4,Christmas,82.5,62.479329271600584,Categoria T1,0.0,0.0,Lost Customer,0.0
495,5100,2025-11-03,57,2,,,,61.0,4,Christmas,86.5,56.53340732514581,Categoria T1,0.0,0.6589595375722543,Out-of-period / Holiday behavior,0.0
495,5103,2024-10-07,449,2,,,,17.0,4,Christmas,149.5,63.53358239509262,Categoria T1,0.0,0.0,Lost Customer,0.0
495,5112,2025-09-03,118,1,,,,,4,Christmas,49.0,38.54218468120353,Categoria T1,0.0,2.4081632653061225,Retention (1st historic purchase),0.0
495,5115,2024-09-26,460,4,,,,,4,Christmas,82.0,65.05824973245343,Categoria T1,0.0,0.0,Lost Customer,0.0
495,5381,2024-09-26,460,2,,,,180.0,4,Christmas,177.5,74.20411039827916,Categoria T1,0.0,0.0,Lost Customer,0.0
519,4911,2025-06-05,208,2,,,,180.0,1,Christmas,180.0,58.857149278265425,Categoria C2,5338.0,0.0,Lost Customer,0.0
519,4911,2025-06-05,208,2,,,,180.0,1,Christmas,180.0,58.857149278265425,Categoria C2,1086.44,0.0,Lost Customer,0.0
519,4912,2024-11-06,419,2,,,,180.0,1,Christmas,179.5,46.660641306720926,Categoria C2,5338.0,0.0,Lost Customer,0.0
519,4912,2024-11-06,419,2,,,,180.0,1,Christmas,179.5,46.660641306720926,Categoria C2,1086.44,0.0,Lost Customer,0.0
523,4911,2024-08-26,491,1,,,,,1,Christmas,180.0,58.857149278265425,Categoria C2,5338.0,0.0,Lost Customer,0.0
523,4911,2024-08-26,491,1,,,,,1,Christmas,180.0,58.857149278265425,Categoria C2,1086.44,0.0,Lost Customer,0.0
523,4912,2024-08-26,491,1,,,,,1,Christmas,179.5,46.660641306720926,Categoria C2,5338.0,0.0,Lost Customer,0.0
523,4912,2024-08-26,491,1,,,,,1,Christmas,179.5,46.660641306720926,Categoria C2,1086.44,0.0,Lost Customer,0.0
551,5099,2025-11-21,39,5,,,,102.75,1,Christmas,124.0,59.57919715104284,Categoria T1,0.0,0.31451612903225806,Out-of-period / Holiday behavior,0.0
551,5115,2025-11-21,39,4,,,,,1,Christmas,180.0,62.62648739213244,Categoria T1,0.0,0.21666666666666667,Out-of-period / Holiday behavior,0.0
553,178,2025-04-01,273,2,,,,180.0,0,Christmas,174.0,,Categoria C1,3410.04,0.0,Lost Customer,0.0
553,4911,2025-10-02,89,4,,,,,0,Christmas,117.0,54.71497575096394,Categoria C2,18494.600000000002,0.7606837606837606,Out-of-period / Holiday behavior,14068.541880341882
553,4911,2025-10-02,89,4,,,,,0,Christmas,117.0,54.71497575096394,Categoria C2,1667.3400000000001,0.7606837606837606,Out-of-period / Holiday behavior,1268.3184615384616
553,5099,2025-01-10,354,3,,,,63.0,0,Christmas,55.0,56.71321736941261,Categoria T1,0.0,0.0,Lost Customer,0.0
553,5103,2025-11-05,55,7,,,,100.83333333333333,0,Christmas,80.5,59.696853231257386,Categoria T1,0.0,0.6832298136645962,Out-of-period / Holiday behavior,0.0
553,5115,2024-09-06,480,2,,,,180.0,0,Christmas,75.0,51.241869273736164,Categoria T1,0.0,0.0,Lost Customer,0.0
583,3408,2025-02-07,326,1,,,,,4,Christmas,125.5,57.18415060191761,Categoria C1,3410.04,0.0,Lost Customer,0.0
583,4567,2025-02-07,326,1,,,,,4,Christmas,180.0,42.96704948481452,Categoria C1,3410.04,0.0,Lost Customer,0.0
583,4912,2024-11-25,400,1,,,,,4,Christmas,96.0,58.542579212150926,Categoria C2,8007.0,0.0,Lost Customer,0.0
583,4912,2024-11-25,400,1,,,,,4,Christmas,96.0,58.542579212150926,Categoria C2,1667.3400000000001,0.0,Lost Customer,0.0
583,5099,2025-10-13,78,8,,,,88.0,4,Christmas,82.5,62.479329271600584,Categoria T1,0.0,0.9454545454545454,Out-of-period / Holiday behavior,0.0
583,5115,2025-10-13,78,6,,,,113.6,4,Christmas,82.0,65.05824973245343,Categoria T1,0.0,0.9512195121951219,Out-of-period / Holiday behavior,0.0
632,4565,2025-03-24,281,1,,,,,1,Christmas,173.0,57.30797752299166,Categoria C1,2223.12,0.0,Lost Customer,0.0
632,5099,2025-12-09,21,2,Christmas,180.0,,180.0,1,Christmas,124.0,59.57919715104284,Categoria T1,0.0,0.2860215053763441,Habitual,0.0
654,4565,2024-11-19,406,1,,,,,1,Christmas,173.0,57.30797752299166,Categoria C1,2223.12,0.0,Lost Customer,0.0
654,4566,2024-11-19,406,1,,,,,1,Christmas,169.0,52.340870920382315,Categoria C1,2223.12,0.0,Lost Customer,0.0
664,3408,2025-09-26,95,3,Christmas,180.0,,180.0,1,Christmas,175.0,49.150411654270975,Categoria C1,1802.3600000000001,1.0706349206349206,Habitual,1929.6695555555557
664,4565,2025-01-17,347,1,,,,,1,Christmas,173.0,57.30797752299166,Categoria C1,1802.3600000000001,0.0,Lost Customer,0.0
664,5103,2024-05-20,589,1,,,,,1,Christmas,84.5,64.50215091396157,Categoria T1,0.0,0.0,Lost Customer,0.0
669,3408,2025-12-04,26,2,Christmas,180.0,,180.0,1,Christmas,175.0,49.150411654270975,Categoria C1,2223.12,0.293015873015873,Habitual,651.4094476190476
670,4565,2024-04-04,635,2,,,,17.0,1,Christmas,173.0,57.30797752299166,Categoria C1,1802.3600000000001,0.0,Lost Customer,0.0
